seller_id,uf,tot_orders,tot_items,tot_items_dist,receita,recencia,churn
2e3be8a987a30d7544dbbda6861cc14e,MG,9,9,8,1318.92,63,0
2e90cb1677d35cfe24eef47d441b7c87,SP,60,69,20,6405.509999999995,0,0
2ec6e37d992a95eaddb3369dcbcc76d9,RS,2,2,1,159.8,116,1
2ee0a0689f2f6a72f35a7cb6033f6e7e,SP,4,4,2,272.0,66,1
2eeb6531ee027a48d401e72bebdd87d3,SP,3,3,3,38.699999999999996,351,1
2ef086a599b597572aca4433b7ed6b3d,SC,1,1,1,49.0,20,1
2f09f7d37a97956d11cc1a7cadd5262b,SP,7,8,3,625.0,151,1
2f1e7b90e01d9f086cbcb301c0c3d406,SC,1,1,1,59.0,65,1
2f3d8b4c9e2ee165075331fea3f3095a,SC,1,1,1,130.0,110,1
2f4b0d3b9634b647d4edee577d7ebb7e,SP,2,2,1,69.8,5,0
2f4b9d112bfa44a214bc6cef085d17c8,ES,3,3,2,237.29,290,1
2f73e04d12cdf0c945ded66bb3fcf6c7,ES,2,2,2,980.0,165,1
2f74af7a0ee5636f12c2336f9fffed47,SP,13,13,12,560.6999999999999,72,1
2f9b7ce230a057a98a9f5df5893ee36c,SP,2,2,2,141.82,227,1
2fb25ab44bdbeae6a4d816e0d0c9d500,RJ,4,4,1,295.98,135,0
2fdde51ad3e12f297da656d4fbd5d0b5,SC,9,9,3,5803.0,106,1
2ff6b7bff164ef05590a52734e1296da,PR,3,3,3,1113.79,21,0
3078096983cf766a32a06257648502d1,SP,45,50,33,5807.949999999998,1,0
30829ded4523ab9224b93bc49a62c95f,RS,5,6,2,1809.98,4,0
3092c0b297aacfb4bb6e056ebe13b9b8,SP,2,2,2,169.8,2,0
30a2f535bb48308f991d0b9ad4a8c4bb,SP,55,65,20,3493.5000000000036,0,0
30c7f28fd3a5897b2c82d152bb760c17,RJ,6,6,4,1849.3800000000003,62,1
312ba1d77e9c332ef21f9598b7f64cd7,SP,1,1,1,81.0,2,0
31344c16881c08a8a72c6d2eb29918c1,MG,23,23,8,5207.7,5,0
318f287a62ab7ac10b703ac37435a231,SP,29,36,6,1495.48,18,0
31ae0774c17fabd06ff707cc5bde005f,SP,5,5,4,4029.9200000000005,80,0
31da954dc0855f2495c6310f70a2f931,SP,14,15,8,2499.0,1,0
323ce52b5b81df2cd804b017b7f09aa7,SP,3,3,2,149.7,1,0
325f3178fb58e2a9778334621eecdbf9,SP,36,46,13,981.6999999999991,2,1
327b89b872c14d1c0be7235ef4871685,AM,3,3,3,1177.0,322,1
328acb143b4a73aad6bee8e734f5d20d,PR,2,2,2,699.98,355,1
32e5635e63cb374eb63afdd242fb6134,RJ,1,1,1,910.0,166,1
32f83ffe11cd40f7adcf4eef171f52d9,RS,1,1,1,29.99,71,1
32fdd5d44ecb43dfd6a24b9369eca144,MG,8,8,5,479.19999999999993,261,1
3340ef1913fb70d28420f6ceb685c339,PR,30,38,15,5943.549999999997,68,1
33576ec5412fb5905d876f12f33bfde6,PR,22,23,1,1917.0,9,0
3361277dc30b7cccdb0c286b24219756,PR,20,32,14,3098.95,5,0
3364a91ec4d56c98e44174de954b94f6,RO,6,6,4,3579.9399999999996,155,1
33a17d60c64393351ebf1ef860f4e0f2,RS,9,10,7,1733.7600000000002,14,0
33a6f4b1e7cdc205511e76ba1b6e0186,SP,5,6,2,477.94,0,0
33ac3e28642ab8bda860a2f693000e78,SP,21,22,11,2095.7000000000007,0,0
33c51922b6e3c16b24a8f28e5833c99d,PR,5,5,2,1157.0,32,0
33cbda8716511e27e556dff9d8418bf2,SC,3,4,3,310.59999999999997,6,0
34056b8b55c1775a22af2331670a799c,SP,6,6,4,839.4999999999999,1,0
343e716476e3748b069f980efbaa294e,SP,10,13,6,486.6999999999999,8,0
344223b2a90784f64136a8a5da012e7f,SC,1,1,1,10.9,14,1
3442f8959a84dea7ee197c632cb2df15,SP,3,3,3,218.7,154,1
34675b28b826facfde119785bf287dc1,PR,1,1,1,21.99,183,1
3481aa57cd91f9f9d3fa1fa12d9a3bf7,SP,21,21,7,1523.15,162,1
34d1ca11b242c0fee2c834ae8d788566,MG,27,28,4,9034.410000000003,28,0
3504c0cb71d7fa48d967e0e4c94d59d9,SP,53,53,14,2349.940000000001,85,1
35857757f553273b1056c1cabdace7fb,SP,5,5,5,399.7,60,0
3586b8580d9c917874e053a1bb37b5ff,SP,25,29,5,1033.0999999999997,2,0
35ef5aa32949680f627efec3c23e705c,SC,4,5,3,361.6,204,1
35fb511489d9ee3ee27a76debce9df06,PR,4,4,4,320.5,98,0
365e445f796710c3431557e85caa25db,SP,4,5,4,1115.0,229,1
365e4bce19bda0082c3d15d83fdb8bcd,SP,1,2,1,37.8,9,0
36a968b544695394e4e9d7572688598f,SP,88,92,34,5250.84,58,0
37303482a42fb700d8d127e70a9cd6c8,SP,1,1,1,58.9,51,1
373ee4a3a775a733770ca3f790b8b9ac,RJ,9,17,6,1880.0800000000004,19,0
37515688008a7a40ac93e3b2e4ab203f,SP,189,201,2,4513.700000000003,5,0
376a891762bbdecbc02b4b6adec3fdda,GO,39,39,11,4612.299999999999,15,0
3771c85bac139d2344864ede5d9341e3,SP,26,30,7,1433.3000000000006,50,1
3785b653b1b82de85ab47dd139938091,PR,3,3,2,169.7,15,0
37be5a7c751166fbc5f8ccba4119e043,SP,261,269,9,53099.57000000001,39,0
37dd29b36c458d82f74a953c40c43645,SP,4,5,3,2262.69,20,0
38102b031c2a15e54623d711bfc753d3,CE,7,9,4,388.0,120,0
381c83fdca332ea6afd896da20bf6e4a,PR,23,23,20,4377.0,9,0
385799a1cddbd26dfeb9157356a42282,SP,4,6,3,551.9399999999999,144,1
38874e327ce94d11390b96eb42d61928,SP,5,5,2,3089.95,95,1
38af8acfd46ac4a7bf754e8ca6736664,SP,3,3,2,227.0,25,0
38e679b9e0064cd94c6f035707344dae,PR,24,25,10,3308.1399999999994,1,1
38e6dada03429a47197d5d584d793b41,SP,7,12,8,596.14,94,1
38f276ca6e7cc95a6d1bb55ac9e5550f,SP,1,1,1,24.99,66,1
391fc6631aebcf3004804e51b40bcf1e,SP,315,376,101,24269.29000000006,0,0
392e0502231ae2f8b29994ef6398cd77,SP,15,15,9,1353.1,120,0
3969863bb8af7f72580b3b1ffd3a17b3,SP,5,5,3,234.77,32,0
3985a3c45be355a4c57fde108bfabd1c,RS,6,7,4,304.29999999999995,226,1
39c763cca83e654764b7a4a650fb9b7c,GO,4,4,3,306.0,64,0
39d54ff918774174706fb065d7f9dc07,SP,5,6,3,366.99,23,0
39f776d2974049026ff531fc42ef2a3e,GO,2,3,2,989.3600000000001,5,0
3a1a1fec38dd360f15fc912e821e169d,SP,5,5,5,608.7099999999999,14,0
3a490ba60afa30ece0e7d50cfe74a4f0,MG,8,8,3,1529.2000000000003,44,1
3a52d63a8f9daf5a28f3626d7eb9bd28,SP,1,1,1,35.0,364,1
3a734b715d333a2588a3d54a0c9b8746,SP,15,21,9,2121.52,16,1
3a79f35a2344ede41af21267f61d5ec6,SP,1,1,1,186.0,74,1
3ade81dab5a172b88e1871c28ae05260,SP,9,9,5,1617.7,15,0
3afc536624bc2e65bddfb5db33cc01f3,MG,2,2,1,104.0,0,0
3b15288545f8928d3e65a8f949a28291,SP,70,77,39,8864.229999999987,0,0
3b872fd4747f01cc56206f2934198618,SP,4,4,3,419.78,5,0
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,33,40,19,6141.469999999997,1,0
3bdff180c7e1f6551a643b99c265a120,SP,43,43,15,2205.700000000002,1,0
3be5841cdcc46de4ed3f9116f104b2c5,SP,3,3,3,449.70000000000005,351,1
3be634553519fb6536a03e1358e9fdc7,SP,45,51,23,2962.060000000001,2,0
3c03b12bab54d8b37d79d914bfdb1aa0,RJ,7,7,7,881.8199999999999,0,0
3c3017960b2dbd72711a61f0400aab8f,SC,7,7,3,704.2,301,1
3c487ae8f8d7542beff5788e2e0aea83,DF,10,13,7,3965.7000000000007,0,0
3c4e0452bff7a2a788179488d3d77032,PR,24,25,7,2845.5000000000014,4,0
3c7c4a49ec3c6550809089c6a2ca9370,SP,89,101,24,2769.7699999999973,0,0
3ca08eeb8d5595949fed424bd3677742,PR,13,13,6,1688.8800000000003,22,1
3d01d1c414c44b5943a09619ff3853cb,SP,4,4,1,303.6,201,1
3d0cd21d41671c46f82cd11176bf7277,SC,5,7,4,291.2,26,0
3d290fe363c60a77498c1126fd3fb8d3,SP,3,3,2,198.98,242,1
3d39fbf22a665714baf62fae36029e23,SP,7,7,3,2444.3,67,1
3d4b1ae7539303b5704493798893e82c,SP,2,2,2,311.0,50,0
3d621842b2ed28e2b474132480edac3c,SP,8,8,4,873.9300000000001,61,1
3d62f86afa7c73be2628a3be1423f5a0,SP,2,2,1,12.0,21,1
3d700782d7818f2c1e0d7a9e9d75fc00,SP,3,3,1,149.7,204,1
3d871de0142ce09b7081e2b9d1733cb1,SP,811,866,184,72208.70000000007,0,0
3da38366e7bd9baf6369071f782ecdf0,CE,1,1,1,59.47,26,1
3db66a856d18a9cba7c9241fc5221c50,MG,58,60,17,5308.999999999999,64,0
3dbbce181edfaa4a597ec858c382d2ec,PR,17,20,13,848.2999999999998,51,1
3df020b72d3d44b3af9d110fa3940b65,SP,32,53,9,2644.7000000000025,2,0
3dfd3dc96f7f8598eca74e9ac8a2fa31,SP,4,4,4,83.0,44,0
3ea00e1dea2b0659dbaf654735929220,PR,6,6,2,430.0,81,0
3ef37b7ca6dd2b80bd8af81a62504996,SP,2,2,2,700.0,148,1
3f0e48d209018b466fcd3bb4ccfeb520,PR,9,10,3,5398.999999999999,9,1
3f2af2670e104d1bcb54022274daeac5,PR,5,5,5,795.8,0,0
3f3486b61f45078d4f31ee5e43d8c5bb,SP,6,6,2,339.4,2,0
3f8034bfc6b8b4135534975d49f04c63,PR,10,13,7,1105.9,252,1
3f995f07c49d0d55a99d5c54957f7d81,SP,34,34,3,3424.7000000000003,14,0
3f9c56764fabca627406093dcb3ef0b4,RJ,2,2,2,259.8,8,0
3fadb4cba4c35bce6a7eaf9872d5623a,RS,3,5,1,209.5,245,1
3faf68a3b0af94b10bac70d86077be49,SP,7,7,3,1322.93,273,1
3fd1e727ba94cfe122d165e176ce7967,SP,20,21,10,1490.9000000000003,1,0
3fe7120d6257285ac6a3ce7cb071ccec,MG,2,2,1,199.98,21,1
3fefda3299e6dfaea3466ef346a3571a,PR,1,1,1,209.0,172,1
4003520d80d0bad1d5623f7aa3c63cda,RJ,1,1,1,70.0,127,1
403aa86912527d730337ffcb0fb096ab,MG,10,10,5,6759.9,75,1
4049512728d969bec69f84088b012416,MG,6,8,6,352.36,5,0
404e1ba01358af4cd63f679b2c4d1fa1,MG,4,4,4,134.7,70,0
406822777a0b9eb5c50e442dd4cd3ec5,SP,10,11,8,698.8,8,0
4091f77d8c768fc3e81c20761471761d,SP,5,5,5,815.0,4,0
40d54b51e962dbe09cabbcfd33298dee,SP,12,12,6,2705.59,24,0
412a4720f3e9431b4afa1476a1acddbe,SP,6,6,5,488.70000000000005,20,0
4170f6a9367e6b5d6401d03ce6d54569,DF,4,5,3,568.78,42,1
417a1e6c7321084d2a0ae0d023cfad93,RS,1,1,1,48.9,0,1
41ab63a91b8b264e8c8780368bf1dd5b,MG,5,6,5,957.37,4,0
41b39e28db005d9731d9d485a83b4c38,SP,156,190,105,14234.649999999954,7,0
41b86b552e54e3a7009596125aa8b167,SP,10,11,11,1595.3,296,1
41c2bad7229b0c25e6becf179ebf63ff,RN,19,22,4,748.0,6,0
41c9d3997dd3c072c31139dc5bb5761f,MG,2,2,1,698.9,331,1
41da412d33e8da4f22baf55cb1bde82c,ES,1,2,2,70.0,7,0
4200ddf1967c5e41e48db62bc6d4b5ac,SP,16,34,21,597.5999999999997,15,0
42b729f859728f5079499127a9c2ef37,SP,5,10,1,249.00000000000003,14,0
42bde9fef835393bb8a8849cb6b7f245,DF,30,35,12,7118.0,15,0
42ef3192a9ff87a22d1867b74b3ee205,SP,6,6,4,569.9,5,0
42fb44130ac3134cde8e35cf8ec7df25,SP,2,2,2,43.8,314,1
430315b7bb4b6e4b3c978f9dfa9b0558,SP,7,8,6,1374.0,1,0
4305fe92735c8a43d154ff6dd2b8d927,MG,12,13,5,1766.7000000000005,103,1
431af27f296bc6519d890aa5a05fdb11,SP,94,102,20,10404.79999999998,4,0
4324dd16853115efb0fd9d0d131ba6f4,SP,9,12,6,725.55,2,0
432c37c9dfba871172ec162e20118b8c,DF,39,50,14,2317.87,5,0
4371b634e0efc0e22b09b52907d9d469,SP,41,42,26,2673.0,0,0
43753b27d77860f1654aa72e251a7878,BA,1,1,1,23.9,142,1
4391ea5c5990502176a1dcda44a2373d,RS,2,4,2,2254.0,64,0
439a47cc365d6e3bd526812ea9de3c29,SP,1,1,1,127.5,163,0
43a1d4bab73b816e44ef4e4facd9f9b5,PR,1,1,1,189.9,345,1
43a5d4a57af536fddc96d08be3afdfcb,MG,1,1,1,75.0,231,1
43f8c9950d11ecd03a0304a49e010da6,SP,38,38,19,3915.6199999999963,6,0
44073f8b7e41514de3b7815dd0237f4f,DF,131,140,67,16926.23999999999,16,0
440dd6ab244315c632130ecfb63827b1,SP,60,61,20,8615.399999999992,3,0
443d880f15cbd3572885e1d44bf2c478,SP,1,2,1,94.8,194,1
4450bd8327d471c4a11a83d1445b1b62,SP,1,1,1,199.0,295,1
44f091b5abab8018f682fce8124b85e5,SP,3,3,3,354.4,78,1
45213867cefbf2cd4c6177e10216a951,SP,13,13,8,4615.68,111,1
4559697a8f7e637227c2eeaed843baff,SP,16,16,3,1578.6000000000004,12,0
458c6fa920810ce2492da71bc26d9eec,SP,2,2,1,756.76,41,1
458d868c9642f55f18f04e951a3fdde6,RS,2,2,1,2718.0,183,1
45a3d05fb00435e52a28859dd03703b3,SP,1,1,1,1299.0,361,1
45c20d94d9171b0bcfab3c955e47d67b,SP,4,4,4,129.46,154,1
45d33f715e24d15a6ccf5c17b3a23e3c,SP,50,52,28,4129.519999999999,16,0
46dc3b2cc0980fb8ec44634e21d2718e,RJ,430,449,157,104507.12000000075,6,0
46ef1a25845fc051c2998d878354810c,MG,2,2,2,140.87,16,0
4736e9d642ef4257cd7622516931eb51,SP,4,6,4,418.95000000000005,33,0
478bfe564db21eeb44386606aa30b650,MG,3,3,3,182.70000000000002,35,1
47efca563408aae19bb7206c2d969ea9,PI,2,2,1,590.0,4,0
47f55702f598c7c6cc8458b0fbc1c49a,MG,1,1,1,75.0,138,1
48162d548f5b1b11b9d29d1e01f75a61,SP,48,65,32,14890.099999999995,12,0
4830e40640734fc1c52cd21127c341d4,SP,66,71,32,3033.6099999999983,1,0
48328ec9a579151d9cc6a86d4a59336c,RS,1,1,1,1099.0,134,1
48436dade18ac8b2bce089ec2a041202,SP,123,136,22,10845.39999999997,83,0
4869f7a5dfa277a7dca6462dcf3b52b2,SP,479,490,37,110589.2299999996,0,0
48985c61529077fa4f1e38bcff0f2ed3,RS,6,6,2,749.4,183,1
48bad451945f5227341793478d6353ea,SP,3,3,2,307.0,36,1
48fb026ed7455a42f5d3e9390ed5088e,RJ,9,9,9,489.73,155,1
49067458c68f7701fd334ce326accbe0,MG,2,4,4,115.8,65,0
4917cee8d902e13428c3ec4b1ca6f315,SC,23,23,7,3516.0,1,0
491a5ada3aa1678414e990262c4bbdc1,SP,1,1,1,1420.0,301,1
4992e76a42cb3aad7a7047e0d3d7e729,SP,28,36,17,1052.2999999999997,8,0
49e7217cfe4e427191c378ec626d8737,MG,7,8,6,2085.3,0,0
4a3ca9315b744ce9f8e9374361493884,SP,1162,1287,297,133392.11999999778,0,0
4a3ccda38b2129705f3fb522db62ca31,SP,37,44,30,6718.0899999999965,5,0
4a82c4af97ffc0fb2dc26bfdc03b1842,MG,3,3,3,143.7,167,1
4aba391bc3b88717ce08eb11e44937b2,BA,19,20,17,5698.879999999999,2,0
4aba6a02a788d3ec81c03137144d9a80,SC,1,1,1,89.9,15,1
4b1eaadf791bdbbad8c4a35b65236d52,SP,4,4,3,927.6,319,1
4b39558c138930b9e5489c93b6df5fe3,SE,4,5,3,1096.6999999999998,15,1
4b5f66b7adcf57f1ecc0d3c07dd6b177,PR,21,36,8,6099.779999999998,48,0
4b9750c8ad28220fe6702d4ecb7c898f,SP,36,37,14,2714.4500000000016,1,0
4b98b0428fc1932cc2514ef9ce2505e6,SP,2,2,2,327.63,76,1
4ba52dfeba874da5b9ee7b17c7494f04,SP,11,11,11,1463.0,100,1
4bcec44888b30ba9001234c534716d3f,SP,1,1,1,40.0,25,0
4bf2f4ee540798a61f9636d12cd9cc80,SP,28,29,18,4835.5599999999995,14,1
4bf658053d453036c70976bccb2c31b2,SP,2,2,2,1742.99,258,1
4c03b9dd4c11ee2cb35c96c49efc9420,SP,48,48,5,6458.5999999999985,113,1
4c2b230173bb36f9b240f2b8ac11786e,SP,164,222,16,8542.069999999963,1,0
4c498c7345e89aebad651544829beca0,SP,11,11,6,692.8999999999999,3,0
4c60877808f4318ef1107fbeb8f89afa,SP,2,2,2,118.0,15,1
4c8b8048e33af2bf94f2eb547746a916,SP,10,11,10,663.4399999999999,21,0
4cc43a222a0f94910728b62b97a8c5f8,SP,1,1,1,108.5,0,1
4cf490a58259286ada5ba8525ba9e84a,SP,7,7,6,1075.3,67,1
4d600e08ecbe08258c79e536c5a42fee,PR,2,2,2,1231.67,322,1
4d6d651bd7684af3fffabd5f08d12e5a,SP,169,183,45,17386.899999999972,0,0
4da0e408c99d2fdc2126dc9fce518060,PR,20,21,16,1172.1000000000001,9,0
4dbd95a08b31ede5c82d3f861cb1ce1a,PR,4,4,4,370.78000000000003,79,1
4ddeb3e828550cddc8d45c8bc36ab2d1,SP,1,1,1,152.0,322,1
4de6e4ba574aa9dfdc824bc44dc47fdd,PR,2,2,1,149.8,15,0
4deebb3199eeafb282ae33229144f94b,SP,2,3,2,479.9,12,0
4e06067cc08b3f41d837768d392c3ee3,MG,19,23,16,452.86000000000007,7,0
4e0d109ccfba9a1151c103049880c857,RJ,1,1,1,99.35,68,0
4e17c65a516f69d023a2ae78b84f28d6,SP,31,39,26,4164.990000000002,4,0
4e326052e5dbba8adcd512f3450a307e,SP,1,2,1,190.0,0,0
4e42581f08e8cfc7c090f930bac4552a,SP,1,2,1,98.0,64,1
4e6015589b781adaa5ce7f1892d06bb1,SP,3,3,1,684.0,7,1
4e7c18b98d84e05cbae3ff0ff03846c2,SP,69,75,27,7409.999999999999,3,0
4e85b538b0dad58852641540686d0e14,SP,2,2,2,24.29,73,0
4e8dacf3d38f281ae26c3e0321d92d88,SP,7,8,4,1605.4700000000003,323,1
4e922959ae960d389249c378d1c939f5,SP,276,297,94,24616.650000000012,0,0
4ea2f12dbe91deeacd2c1e74f069a6e6,SP,3,4,3,157.2,71,0
4ebdc7e6cd6102a022dadc49156d4ea8,SP,22,24,19,779.5999999999999,0,0
4ef4c39cf3c24f326434cf0b2e48046a,SP,1,1,1,99.0,13,0
4fb41dff7c50136976d1a5cf004a42e2,BA,2,2,2,950.0,51,0
5011f0d93373a4c5753adf58ca77af8d,SP,7,13,2,409.6,52,0
503c1de08ae81a2d86f17951b204db55,SP,15,15,2,3355.99,4,0
5058e8c1e82653974541e83690655b4a,SP,29,32,17,3906.6699999999973,2,0
5075aaa8404020ae6aa8bf4792099b41,MG,10,15,5,1572.88,18,1
50770d25768b0486d89be26afca3108f,SP,1,1,1,30.0,50,0
50c9975695009e5e6473912e83a6d1da,MG,40,56,31,3269.1500000000005,1,0
512d298ac2a96d1931b6bd30aa21f61d,RJ,1,1,1,29.99,13,0
5151aea44289d6c6b090ee31c2132508,SP,7,7,1,1315.3000000000002,344,1
515d781150feed28a6ac091bb0e3cb8c,MS,5,5,2,789.95,265,1
5160d23075764e18e07c1f4a87fad743,SP,33,38,29,2359.0,57,1
51702dc2a3e106c76dbff722b5bf0726,SP,12,13,8,2535.2000000000003,39,0
51a04a8a6bdcb23deccc82b0b80742cf,SP,1,1,1,167.99,78,1
51e0557bc7b86de13e946c60ee91ce39,MG,1,1,1,45.8,262,1
51ed72984a04e5dd35c2b27e77179038,SP,6,6,4,1084.4,42,0
52092ddbd3a58c450a4459bf051b2287,SP,5,5,4,312.8,12,0
520b493b57809f446cb0a233bb3e25c7,SP,63,73,28,3698.9,43,1
522620dcb18a6b31cd7bdf73665113a9,PR,76,79,25,23067.72,8,0
5236605f4d4b0b3e4df85b850393fca0,SP,3,3,2,186.1,60,0
52562a9f449c3dc3d53f5f5b9ed74903,RN,10,10,2,2904.0000000000005,25,0
525e75a6fb1454a2325ab1734bcec221,SP,9,10,3,607.1699999999998,121,1
527801b552d0077ffd170872eb49683b,SP,41,42,16,3477.8000000000025,1,0
528bcf6680c36dddf07620bd35b33a6f,SP,2,2,2,969.98,104,1
528ce32f560edd11add4169f6a5b65be,SP,2,2,2,59.8,195,1
52ac6f920b7280e4c6d30dd94de6259b,PR,3,4,3,2777.6,281,0
52b53f7061969fe471d119b6195da864,SP,1,1,1,90.0,154,1
52bb00821bcdd358a5a5a27e1f6be5a1,SP,1,1,1,308.8,13,0
52d76513f0c4d97f3b99570e2c94ee31,RS,5,5,2,609.86,43,0
52f0fe436a347ddad7ed5f9aa4e27eaa,SP,2,2,2,68.89,0,0
52f6f9f13ba19504c02781132a049e75,PR,1,1,1,199.0,309,1
52f976b17ea7f2f087f56dcc419328f6,PR,2,2,2,2600.0,67,0
52f9db5cfb423382a2fa5c9e39303202,SP,4,4,3,215.16000000000003,17,0
5305693ffae2d3463377b1f6fe67b15a,SP,1,1,1,93.56,29,1
530ec6109d11eaaf87999465c6afee01,PR,18,20,17,2381.000000000001,11,0
53243585a1d6dc2643021fd1853d8905,BA,249,269,21,184408.30999999974,1,0
53336f97ddbe53e2a617d07b17447b95,SP,1,1,1,599.5,118,1
5343d0649eca2a983820bfe93fc4d17e,SP,6,8,6,438.70000000000005,5,0
534a01cc6df1e034e05c32028a291fa2,SP,5,5,4,235.59,99,1
537eb890efff034a88679788b647c564,RJ,62,66,26,2117.4000000000024,3,0
538caafddff204241cecbf3a02e6b3cf,SP,7,7,4,108.4,25,0
53b0300ca793f9834cd69c0678d35ee8,SP,3,6,3,1284.15,17,0
53d00c40e32aeb924a84ce72b1af869d,SP,1,1,1,249.0,25,0
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,270,307,117,17511.979999999996,0,0
54065e9aef7e9e9c2dc23b7594db021a,RJ,12,12,10,7079.0,198,1
54219883e72aad869adfb2a54b7bfa0f,SP,3,3,2,4050.0,23,0
542917da124346b47ea1ac79a93ce454,PR,20,20,13,1303.9,176,1
54965bbe3e4f07ae045b90b0b8541f52,PR,46,54,37,7192.199999999997,65,0
54a1852d1b8f10312c55e906355666ee,SP,86,88,31,7319.689999999987,0,0
54aa8463e87776b5612f4bdc4bd5d4de,MG,6,6,3,379.4,343,1
5563732abe64c3036cb97ad924128dd1,SP,2,3,3,404.0,42,1
5566627eab3fe93fd6ee08798226101a,PR,5,5,4,85.5,9,1
557f22c76691849db52d2abccf0015d0,GO,12,13,4,799.87,140,1
55a5b51f93f2b70ea513f5a047b0262a,MG,39,41,5,4002.299999999998,117,1
55bb6fe5bebe5012e2d7d9928e1128ff,SP,2,2,2,274.07,4,0
55c96925041a14097b6a7825554f4ad5,SP,5,6,5,170.0,79,1
55d3daac7c404d59e51c2aa2f4dc5a23,SP,12,16,6,2652.9,5,0
562f8cfc51f265411f487d07e9c40e7f,MG,8,8,3,487.41999999999996,0,0
562fc2f2c2863ab7e79a9e4388a58a14,SP,20,20,8,609.8000000000001,0,0
5656537e588803a555b8eb41f07a944b,DF,57,67,27,3789.8399999999974,1,0
5659d77e8d90378e39b960ad5956f64e,SP,1,1,1,83.48,140,0
56642bcb79900e777d68e91915cb4267,SP,30,32,6,2149.0,13,0
56f413900b5166ab4d730e9ac0b12cb0,SP,3,3,2,151.79,203,1
570d4583587a5fe2d47c7be89b91ad27,SP,2,2,2,125.25,210,1
5721089ba9214e80074f27d5a03fc0eb,SP,5,7,4,245.93,1,1
5733d806668f8712c24b9abaefbfa642,SP,1,1,1,165.9,5,0
575df70bde3f9f2b30bf8d2e9910d725,SP,20,21,13,3313.6500000000005,18,0
578fa3a9cb6b6dceab39231ad59cdaca,CE,1,1,1,90.0,137,0
579891617139df7d8671d373f0669622,RJ,5,5,4,157.5,40,0
57c764b4a836300be881e2ff86e449f9,SP,19,20,10,942.9999999999997,16,0
57e632711dec9ec14ca7546769483e7e,SC,42,43,11,4354.900000000001,4,0
57fe6232e67823593374a2281d7a8af8,SP,8,8,7,178.68,61,1
582d4f8675b945722eda7c0cb61ba4c7,SP,39,48,17,2496.2300000000005,17,0
585175ec331ea177fa47199e39a6170a,MG,1,1,1,3549.0,343,1
5882820ef11c4c068eea0677a7a879b4,RS,8,8,4,5335.699999999999,9,0
59417c56835dd8e2e72f91f809cd4092,SP,17,17,9,35620.0,121,1
5962468f885ea01a1b6a97a218797b0a,PR,6,6,4,674.0,103,1
59b22a78efb79a4797979612b885db36,MG,58,63,39,10338.5,0,0
59cd88080b93f3c18508673122d26169,SP,10,12,10,392.33,53,1
59de1d4c8c057c2a53acd4ca66531af2,PR,1,1,1,135.0,82,1
59fb871bf6f4522a87ba567b42dafecf,SP,101,103,20,17668.819999999996,21,0
5a8e7d5003a1f221f9e1d6e411de7c23,SP,82,103,48,6279.699999999991,6,0
5a93f3ab0ef4c84ed5e1b5dbf23978bc,SP,29,32,7,1756.9300000000003,6,0
5ab05b6d86d417796c69ffd6774ec832,SP,4,4,2,647.8,67,0
5abb8ea023c77787f2c15da891c8d384,SC,13,13,5,2241.0,60,1
5acd070dd3fe441bbb2ec1f1ede515ee,SP,5,6,4,342.67999999999995,5,0
5b179e9e8cc7ab6fd113a46ca584da81,SP,30,30,9,4554.1,140,1
5b33b527da3c5b969cc99dc435cad09a,PR,14,15,5,1724.7900000000002,111,1
5b35136197710e16ac5e7b7c2bd4ea85,RJ,6,7,5,2684.4,15,0
5b51032eddd242adc84c38acab88f23d,MG,7,8,5,1742.0,17,0
5b581417df4480f632484ba681e53944,SC,11,12,9,1641.6000000000001,2,1
5b664594895aefb418afaee6d40a9a23,RJ,9,14,3,591.5999999999999,16,0
5b67882648febfb6e1225e6ad7164f6b,PR,15,17,14,3335.6000000000004,16,0
5b8154610ebb21fb90eb587365e673df,SP,20,21,10,3996.329999999998,0,0
5b925e1d006e9476d738aa200751b73b,SP,43,43,7,5948.5,1,0
5b92bfa4120daa27c574daa2e386c693,SP,1,1,1,14.0,345,1
5b97c06a046398e7005b2b7c0d707a92,MG,3,3,1,1139.97,187,1
5bc237df65098fe211bb4818f4d26d78,MG,2,2,2,126.80000000000001,134,1
5bffbafbb22daf6d3bfc216a46db8708,RJ,21,23,8,5239.699999999997,220,1
5c243662ce92d84573bfaff24c3e3700,SP,96,98,23,32165.22000000005,14,0
5c6d4016c2a288f074fa0848a2b653d2,SP,11,11,5,762.8,25,0
5c853bb56f70f4d14218944bae111d7a,SP,5,6,5,46.8,263,0
5cbbd5a299cab112b7bf23862255e43e,PR,12,13,8,753.1300000000001,16,0
5cf13accae3222c70a9cac40818ae839,MG,55,57,21,5084.499999999999,3,0
5cf1ec37aea089f45110c70653a166ab,SP,2,2,1,35.0,49,1
5d0363b33554b373851fc1622e4d5f3c,SP,23,23,18,1540.4000000000003,2,0
5d043cd5512d4bd2f88e5ccdd5736c38,SP,1,1,1,650.0,326,1
5d378b73ab7dd6f0418d743e5dcb0bd1,SP,6,6,3,11254.0,78,1
5d3bb11474a06bdc23fb9e89f1164ee0,SP,17,18,9,2377.4,3,0
5d505d2298ad549e4e4e835562fa0c1e,SP,2,2,1,249.8,305,1
