sigla_uf	nome_municipio	ano	ibc	cobertura_pop_4g5g	fibra	adensamento_estacoes	densidade_smp	hhi_smp	densidade_scm	hhi_scm
SP	Lins	2022	72.04	99.73	100	5.12	90.04	72	42.48	82
SP	Nazaré Paulista	2022	62.52	79.40	100	24.69	83.40	59	8.18	81
SP	Parisi	2022	62.08	96.91	100	23.04	82.06	36	5.59	64
SP	Platina	2022	56.64	91.82	100	11.00	67.72	11	27.90	13
SP	Restinga	2022	71.05	98.86	100	26.01	88.59	59	33.87	68
SP	Santa Adélia	2022	65.23	99.97	100	15.45	91.83	51	5.94	76
SP	São João do Pau d'Alho	2022	61.23	94.77	100	14.86	73.18	10	27.25	59
PR	Almirante Tamandaré	2022	62.32	99.91	100	6.26	58.77	77	23.59	71
PR	Alto Paraná	2022	61.23	91.85	100	4.79	71.54	62	22.31	58
PR	Cândido de Abreu	2022	48.91	52.77	100	6.56	55.46	31	8.46	84
PR	Irati	2022	66.73	93.45	100	9.56	80.15	58	32.33	80
PR	Leópolis	2022	54.32	76.16	100	8.88	52.75	82	22.10	18
PR	Mangueirinha	2022	54.09	56.10	100	5.02	59.13	61	24.25	73
PR	Marialva	2022	66.08	89.82	100	4.38	72.75	80	37.62	75
PR	Rio Azul	2022	52.08	59.26	100	4.75	49.04	83	11.46	81
PR	São Tomé	2022	60.26	98.78	100	12.74	67.05	58	6.34	73
SC	Bandeirante	2022	51.90	88.82	100	21.20	53.57	11	14.10	9
SC	Bombinhas	2022	78.54	100.00	100	15.29	91.10	87	66.78	72
SC	Capivari de Baixo	2022	66.57	99.78	100	3.47	76.84	73	30.05	74
SC	Cordilheira Alta	2022	65.51	99.79	100	20.91	93.02	69	6.22	47
SC	Itapiranga	2022	55.20	73.89	100	5.01	53.17	88	32.61	7
SC	Peritiba	2022	63.46	95.36	100	22.27	87.13	40	20.23	26
SC	Balneário Piçarras	2022	72.26	100.00	100	9.83	76.13	65	63.50	59
SC	Planalto Alegre	2022	63.11	90.84	100	16.97	68.87	69	19.44	76
RS	Alpestre	2022	47.58	63.88	100	9.36	39.43	26	24.42	30
RS	Anta Gorda	2022	56.36	80.91	100	8.39	59.57	20	22.18	80
RS	Dom Feliciano	2022	41.76	41.82	100	3.83	36.69	15	9.11	76
RS	Eldorado do Sul	2022	69.41	98.09	100	11.37	88.33	79	26.49	79
RS	Jacuizinho	2022	54.04	62.93	100	40.83	55.60	34	2.55	82
RS	Jaguari	2022	50.64	62.22	100	6.30	73.03	25	3.39	54
RS	Morrinhos do Sul	2022	42.29	50.98	100	10.85	36.14	22	0.41	65
RS	Passo Fundo	2022	73.91	99.64	100	8.89	91.89	82	45.02	82
RS	Pinhal	2022	62.79	92.95	100	11.26	96.38	9	22.95	38
RS	Rodeio Bonito	2022	59.88	99.61	100	7.51	75.15	22	23.48	32
RS	Salvador do Sul	2022	72.27	95.22	100	12.11	81.06	41	77.21	33
RS	São Luiz Gonzaga	2022	63.96	91.13	100	6.23	77.99	69	23.44	71
RS	Uruguaiana	2022	66.55	95.69	100	7.53	79.03	82	24.01	81
MS	Costa Rica	2022	62.60	87.22	100	5.12	91.59	45	11.88	80
MS	Tacuru	2022	39.68	39.84	100	6.17	33.33	41	7.83	31
MT	Lucas do Rio Verde	2022	70.45	93.47	100	4.57	91.00	74	35.86	91
MT	Novo Horizonte do Norte	2022	20.68	59.41	0	9.95	8.48	33	6.98	72
GO	Anhanguera	2022	72.03	99.82	100	54.09	79.94	67	31.53	48
GO	Aruanã	2022	59.13	83.65	100	8.03	85.66	60	2.38	59
GO	Cavalcante	2022	43.56	49.83	100	5.21	44.12	4	4.99	81
GO	Colinas do Sul	2022	32.19	64.35	0	16.54	61.60	62	8.85	33
GO	Itajá	2022	57.65	77.46	100	15.21	80.29	47	5.02	58
RO	Costa Marques	2021	22.72	51.03	0	2.67	30.33	63	2.78	60
AC	Bujari	2021	49.66	47.51	100	9.72	62.99	66	1.68	68
AC	Marechal Thaumaturgo	2021	19.37	31.23	0	3.91	29.63	52	0.26	79
PA	Benevides	2021	65.45	99.50	100	9.12	87.39	92	1.56	83
PA	Gurupá	2021	21.03	35.04	0	1.51	34.46	84	0.18	54
MA	Araguanã	2021	40.83	52.36	100	4.92	24.78	44	2.46	58
MA	Bacuri	2021	21.75	70.13	0	2.74	27.33	2	0.06	69
MA	Lajeado Novo	2021	42.83	56.04	100	6.72	50.96	2	4.69	29
MA	Urbano Santos	2021	44.94	73.80	100	2.28	33.80	60	0.30	34
PI	Francisco Ayres	2021	26.19	61.49	0	11.95	50.14	7	0.23	69
PI	Paes Landim	2021	27.80	73.74	0	12.46	56.47	14	4.24	21
PI	Redenção do Gurguéia	2021	23.65	66.59	0	11.66	43.25	1	8.02	16
PI	Regeneração	2021	49.93	79.84	100	5.72	50.81	67	5.35	16
CE	Catunda	2021	44.56	63.30	100	14.81	35.25	21	6.65	44
CE	Santana do Cariri	2021	50.08	81.96	100	8.70	41.64	40	2.43	71
RN	Santana do Matos	2021	42.65	48.32	100	6.53	40.66	47	8.28	25
RN	Tangará	2021	52.25	84.45	100	4.82	45.97	73	2.65	61
PB	Bayeux	2021	61.22	100.00	100	5.27	78.67	47	11.09	61
PB	Casserengue	2021	44.52	78.32	100	10.24	31.44	30	4.80	20
PB	Dona Inês	2021	19.68	63.85	0	4.95	29.24	4	1.40	36
PB	Gurinhém	2021	55.48	91.75	100	12.74	52.54	83	1.38	50
PB	Poço Dantas	2021	41.34	52.92	100	13.26	23.53	9	11.62	56
PB	Santa Cruz	2021	45.29	77.91	100	7.81	30.47	6	4.89	66
PE	Camutanga	2021	59.75	96.42	100	11.96	66.42	66	4.86	72
PE	Ibimirim	2021	23.80	57.88	0	2.61	39.18	59	4.69	29
PE	Lagoa dos Gatos	2021	47.69	87.22	100	7.86	33.18	33	4.74	44
BA	Aiquara	2021	49.86	71.67	100	23.43	36.93	42	1.15	81
BA	Presidente Jânio Quadros	2021	20.62	37.80	0	2.14	47.58	46	8.51	8
BA	Salinas da Margarida	2021	36.62	99.37	0	8.01	60.98	61	1.34	53
MG	Andrelândia	2021	37.62	84.72	0	8.43	63.90	72	13.00	53
MG	Arcos	2021	62.78	93.81	100	7.59	80.20	48	15.48	79
MG	Divino das Laranjeiras	2021	51.79	63.71	100	15.52	56.03	64	2.08	68
MG	Mário Campos	2021	61.29	99.19	100	4.88	73.22	57	15.14	59
MG	Maripá de Minas	2021	63.17	93.63	100	25.70	75.16	65	5.92	77
MG	Ponte Nova	2021	66.22	91.79	100	6.42	80.71	84	26.70	73
MG	Resplendor	2021	54.65	83.44	100	11.82	60.34	27	7.70	73
MG	São João Evangelista	2021	53.08	68.76	100	4.89	70.32	60	6.02	44
MG	Vermelho Novo	2021	27.88	67.59	0	10.59	48.45	54	1.78	37
MG	Mathias Lobato	2021	66.50	92.90	100	32.56	91.05	70	0.86	80
ES	Água Doce do Norte	2021	55.26	69.36	100	19.04	62.37	73	6.96	58
ES	Bom Jesus do Norte	2021	53.62	97.45	100	12.87	33.17	19	22.74	60
ES	Guaçuí	2021	55.86	88.76	100	7.37	60.90	27	14.05	66
RJ	Angra dos Reis	2021	64.47	97.23	100	15.53	71.90	81	15.14	76
RJ	Iguaba Grande	2021	66.10	100.00	100	15.76	79.28	82	17.85	62
RJ	Niterói	2021	71.93	99.90	100	14.86	87.30	92	31.31	83
RJ	Paraíba do Sul	2021	60.97	93.48	100	11.49	67.43	78	20.14	38
SP	Analândia	2021	60.33	92.61	100	25.12	67.90	53	8.89	59
SP	Boituva	2021	70.24	99.96	100	7.71	86.84	78	33.32	79
SP	Cajamar	2021	68.24	99.70	100	13.01	86.91	81	14.35	91
SP	Embu-Guaçu	2021	62.60	98.25	100	8.03	75.11	52	13.63	81
SP	Floreal	2021	61.67	93.39	100	26.73	69.52	86	2.04	59
SP	Itapevi	2021	66.32	99.97	100	5.79	84.03	92	9.37	88
SP	Jaboticabal	2021	66.10	99.72	100	9.22	74.81	70	22.80	86
SP	Lupércio	2021	59.03	95.51	100	22.31	72.55	25	19.68	14
SP	Mogi Guaçu	2021	65.99	99.00	100	9.00	82.03	76	19.65	69
SP	Oscar Bressane	2021	57.38	90.23	100	29.62	63.28	5	11.19	62
SP	Ouro Verde	2021	56.30	97.41	100	8.89	56.68	29	5.01	85
SP	Silveiras	2021	35.94	75.11	0	20.16	65.86	33	9.93	70
SP	União Paulista	2021	59.50	97.70	100	27.25	64.01	43	1.29	72
SP	Vinhedo	2021	69.78	100.00	100	11.03	86.68	86	30.24	66
PR	Bom Sucesso do Sul	2021	49.58	70.11	100	7.92	43.59	70	1.01	66
PR	Campina Grande do Sul	2021	67.10	95.97	100	22.16	81.17	87	10.69	87
PR	Contenda	2021	56.64	78.46	100	5.39	59.84	68	14.75	72
PR	Coronel Vivida	2021	59.43	76.00	100	6.29	73.20	74	20.07	59
PR	Curiúva	2021	51.38	72.60	100	5.04	46.65	60	12.33	60
PR	Marumbi	2021	63.32	86.67	100	21.98	87.15	65	6.95	66
PR	Pérola	2021	59.26	94.27	100	9.01	59.98	56	11.24	86
PR	Planalto	2021	53.03	73.26	100	9.60	54.86	42	8.50	79
PR	Santo Antônio do Caiuá	2021	56.01	90.12	100	19.69	52.80	47	4.12	75
PR	Tamarana	2021	50.93	72.86	100	10.09	33.88	85	5.57	77
SC	Campo Alegre	2021	54.67	59.00	100	10.72	60.92	57	18.20	80
SC	Forquilhinha	2021	55.08	96.54	100	5.58	53.39	63	5.93	48
SC	Guarujá do Sul	2021	58.29	92.09	100	14.84	59.16	56	17.14	48
SC	São João Batista	2021	61.51	93.51	100	2.59	60.96	89	16.19	88
SC	Treviso	2021	43.60	28.62	100	19.27	43.15	19	26.83	30
RS	Áurea	2021	49.17	59.29	100	14.61	39.05	50	12.96	71
RS	Harmonia	2021	53.03	95.85	100	5.17	50.79	7	23.03	27
RS	Linha Nova	2021	47.92	67.10	100	14.91	24.74	39	20.21	62
RS	Parobé	2021	57.68	99.65	100	6.92	59.14	50	6.50	73
RS	Ponte Preta	2021	45.36	72.03	100	17.12	26.47	39	2.38	51
RS	São Francisco de Assis	2021	53.89	71.36	100	5.69	54.67	59	9.30	89
RS	Tiradentes do Sul	2021	24.55	43.58	0	9.29	46.73	40	0.23	77
RS	Vale Verde	2021	33.55	41.92	100	0.00	2.01	33	12.78	27
MS	Juti	2021	55.86	70.31	100	7.49	59.16	72	11.86	85
MT	Apiacás	2021	51.65	75.50	100	4.93	51.36	65	2.43	67
MT	Mirassol d'Oeste	2021	55.12	85.77	100	6.39	70.90	21	6.42	63
MT	Porto dos Gaúchos	2021	58.43	53.76	100	19.24	83.76	76	7.37	82
MT	São Pedro da Cipa	2021	52.79	93.74	100	15.99	52.75	47	0.96	29
GO	Gameleira de Goiás	2021	45.81	43.17	100	19.65	40.94	47	3.90	76
GO	Lagoa Santa	2021	33.09	66.57	0	31.11	67.66	26	5.44	38
GO	Pontalina	2021	54.48	83.79	100	8.62	70.66	36	0.99	55
GO	Três Ranchos	2021	45.31	93.44	0	27.24	79.59	88	10.70	58
RO	Ji-Paraná	2024	56.49	91.89	100	21.53	60.51	42	29.15	71
RO	Cacaulândia	2024	45.83	38.43	100	34.52	46.49	27	57.59	12
AC	Sena Madureira	2024	42.06	67.31	100	9.11	53.38	47	4.87	37
AM	Careiro	2024	35.65	31.62	100	9.25	28.56	46	4.07	76
AM	Manicoré	2024	37.98	51.55	100	5.19	30.52	50	6.85	64
AM	São Paulo de Olivença	2024	16.13	43.14	0	5.68	28.91	29	3.77	25
PA	Portel	2024	22.31	51.57	0	5.98	40.47	62	5.40	36
PA	Senador José Porfírio	2024	19.32	51.96	0	16.37	24.26	15	8.84	39
TO	Bom Jesus do Tocantins	2024	25.39	77.56	0	11.96	2.65	32	12.14	80
TO	Colinas do Tocantins	2024	52.52	96.72	100	11.12	64.10	46	24.00	24
TO	Praia Norte	2024	33.82	74.24	0	15.86	28.88	33	0.37	80
TO	São Félix do Tocantins	2024	36.24	61.56	0	80.00	59.91	21	6.93	66
MA	Bequimão	2024	32.02	64.67	0	15.01	34.66	51	0.14	47
MA	São José dos Basílios	2024	32.54	48.78	50	14.08	25.37	9	5.56	42
PI	Bom Princípio do Piauí	2024	28.30	46.48	0	17.28	36.42	51	0.17	76
PI	Bonfim do Piauí	2024	38.46	67.97	50	16.42	33.97	5	21.19	23
PI	Brasileira	2024	40.62	54.59	100	11.55	37.73	6	29.60	32
PI	Campo Maior	2024	53.41	81.95	100	16.99	56.25	53	25.41	65
PI	São João da Varjota	2024	36.38	48.23	50	33.76	16.24	46	9.00	47
PI	Teresina	2024	73.03	97.09	100	27.14	70.31	67	60.94	86
CE	Boa Viagem	2024	54.60	68.22	100	25.88	43.49	62	24.87	61
CE	Forquilha	2024	50.75	92.88	50	17.91	42.54	41	12.82	83
CE	Iracema	2024	39.66	81.07	0	24.29	42.96	67	34.61	34
CE	Itapipoca	2024	63.76	88.12	100	22.84	50.37	66	28.85	74
RN	Campo Redondo	2024	33.13	78.84	0	19.04	18.03	55	13.19	33
RN	Governador Dix-Sept Rosado	2024	34.00	64.93	50	28.60	33.49	12	5.82	53
RN	Messias Targino	2024	44.34	93.91	0	34.06	48.27	25	26.11	35
RN	Passagem	2024	59.22	100.00	0	62.07	64.70	60	32.67	67
RN	Pilões	2024	48.69	95.48	0	49.83	69.52	27	6.23	27
PB	Capim	2024	44.20	99.62	0	20.42	52.81	6	9.43	56
PB	Marizópolis	2024	72.61	99.45	100	28.74	93.14	41	31.29	70
PE	Águas Belas	2024	31.53	61.36	0	10.29	40.88	56	15.68	80
PE	Jaboatão dos Guararapes	2024	71.43	99.95	100	27.59	68.08	66	22.07	88
PE	Jucati	2024	39.88	98.73	0	8.35	21.27	37	9.81	55
PE	Santa Cruz do Capibaribe	2024	64.56	99.01	100	17.26	73.32	54	22.50	66
AL	Atalaia	2024	42.39	76.16	50	10.38	38.66	43	15.98	65
AL	Capela	2024	40.75	75.41	50	13.27	40.82	31	1.56	66
AL	Pão de Açúcar	2024	29.69	72.75	0	8.23	28.38	43	1.37	77
AL	Quebrangulo	2024	48.80	76.07	100	13.27	16.80	50	0.73	64
BA	Água Fria	2024	20.96	49.42	0	6.72	28.50	3	1.29	50
BA	Barra da Estiva	2024	29.78	62.58	0	10.88	48.02	36	15.04	75
BA	Barro Preto	2024	40.17	85.95	50	16.76	40.31	3	0.42	68
BA	Carinhanha	2024	29.52	52.73	50	9.88	37.09	29	11.61	24
BA	Jacobina	2024	62.38	84.27	100	17.89	60.26	62	57.57	64
BA	Jiquiriçá	2024	32.95	54.46	50	7.11	22.05	24	15.59	42
BA	Ribeirão do Largo	2024	21.32	36.17	0	19.92	20.27	45	12.45	50
BA	Rio do Antônio	2024	44.40	68.10	100	22.19	31.32	3	0.18	37
BA	Santaluz	2024	50.31	70.99	100	6.26	41.70	66	30.38	68
BA	São José da Vitória	2024	42.79	87.88	50	18.35	33.46	17	0.69	54
MG	Antônio Carlos	2024	67.82	86.57	100	39.67	56.94	41	60.82	64
MG	Caratinga	2024	65.93	91.50	100	17.09	62.34	27	51.04	69
MG	Comendador Gomes	2024	44.78	63.36	0	100.00	48.20	65	17.51	49
MG	Cristália	2024	28.29	59.57	0	19.36	49.11	5	5.03	64
MG	Franciscópolis	2024	39.93	59.01	50	49.39	38.46	17	21.93	12
MG	Gouveia	2024	50.24	82.81	100	12.99	51.10	18	44.22	16
MG	Guaxupé	2024	74.28	97.72	100	17.10	67.92	59	77.17	68
MG	Itapagipe	2024	49.86	79.80	50	49.99	46.78	54	38.38	23
MG	Lagoa Formosa	2024	65.85	87.39	100	25.63	44.02	57	62.72	65
MG	Ritápolis	2024	41.76	84.41	0	29.33	50.96	46	59.09	11
MG	Santa Juliana	2024	74.15	94.60	100	42.25	69.82	67	65.37	56
MG	São João del Rei	2024	71.58	98.28	100	24.45	65.13	46	87.06	52
MG	Senador Cortes	2024	65.20	92.24	50	86.24	52.78	46	28.35	66
ES	Santa Maria de Jetibá	2024	55.17	61.29	100	21.08	51.22	13	30.34	57
RJ	Itatiaia	2024	78.72	97.75	100	42.82	83.90	61	57.36	73
SP	Altair	2024	56.04	97.10	0	71.86	73.80	44	41.46	26
SP	Andradina	2024	67.36	97.66	100	17.08	62.72	49	70.46	56
SP	Barra do Chapéu	2024	61.05	75.62	100	76.10	53.63	24	12.51	70
SP	Bebedouro	2024	76.95	99.70	100	23.65	67.42	51	84.04	74
SP	Bragança Paulista	2024	78.93	98.55	100	28.71	72.25	46	86.93	75
SP	Cajati	2024	69.48	92.47	100	37.60	69.19	39	43.64	57
SP	Campos Novos Paulista	2024	58.33	85.68	100	40.07	57.92	49	29.25	49
SP	Fernandópolis	2024	70.77	99.34	100	23.88	67.63	49	41.78	82
SP	Francisco Morato	2024	71.04	99.94	100	12.86	67.44	63	53.93	47
SP	Ituverava	2024	74.67	98.96	100	44.21	56.48	67	65.62	61
SP	Jaboticabal	2024	74.99	99.05	100	22.46	66.17	50	68.83	82
SP	Macaubal	2024	57.52	97.04	100	13.18	49.51	59	4.88	50
SP	Macedônia	2024	52.33	88.06	50	49.41	58.94	28	24.77	24
SP	Narandiba	2024	60.15	96.28	50	42.32	71.55	11	28.27	56
SP	Nazaré Paulista	2024	73.56	72.52	100	72.50	64.85	43	56.69	70
SP	Ourinhos	2024	77.89	99.79	100	22.46	69.37	43	93.35	65
SP	Paraibuna	2024	67.76	79.74	100	94.71	61.89	39	44.32	20
SP	Pindamonhangaba	2024	74.26	98.69	100	34.30	65.71	63	67.84	75
SP	Regente Feijó	2024	75.78	99.48	100	36.47	68.29	28	79.08	56
SP	Restinga	2024	66.35	96.93	50	77.02	72.25	48	20.83	60
SP	Riversul	2024	41.75	79.15	0	35.42	43.34	25	55.03	37
SP	Santo André	2024	76.40	99.97	100	20.55	66.13	66	77.87	61
SP	Torre de Pedra	2024	63.36	96.22	50	48.47	74.20	22	39.75	57
PR	Antonina	2024	62.97	87.99	100	43.90	54.15	64	49.05	38
PR	Bandeirantes	2024	72.09	95.52	100	14.15	57.56	64	76.83	64
PR	Campo do Tenente	2024	61.13	84.09	100	26.09	49.67	65	10.99	70
PR	Querência do Norte	2024	46.59	75.77	50	28.06	58.24	53	21.98	51
PR	Tapira	2024	59.16	72.00	100	34.41	63.08	45	42.10	23
SC	Angelina	2024	48.24	26.04	100	27.41	33.56	50	70.08	32
SC	Balneário Arroio do Silva	2024	77.52	98.46	100	20.33	75.92	61	100.00	80
SC	Entre Rios	2024	52.19	74.59	50	42.55	26.21	55	33.83	36
